area,path,source_url,depth,status,finding,reviewed
platforms,research/glassmorphism/raw/articles/glassmorphism-ui-new-design-trend-used-by-apple-microsoft.md,https://www.creative-tim.com/blog/web-design/glassmorphism-new-design-trend/,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/glassmorphism-ui-the-newest-trend-by-apple-and-microsoft-in-user-interfaces-business-of-apps.md,https://www.businessofapps.com/insights/glassmorphism-ui-the-newest-trend-by-apple-and-microsoft-in-user-interfaces-ui/,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
design,research/glassmorphism/raw/articles/glassmorphism-vs-claymorphism-vs-skeuomorphism-2025-ui-design-guide-by-gennadiy-oleinyk-bootcamp-medium.md,https://medium.com/design-bootcamp/glassmorphism-vs-claymorphism-vs-skeuomorphism-2025-ui-design-guide-e639ff73b389,content_triage,reviewed,Comparison guide; dashboard glass advice not tested.,2026-09-10
design,research/glassmorphism/raw/articles/glassmorphism-vs-neumorphism-vs-claymorphism-which-ui-trend-will-last.md,https://pixso.net/articles/glassmorphism-vs-neumorphism-vs-claymorphism/,content_triage,reviewed,Promotional Pixso comparison; GPU and blur-range assertions unsourced.,2026-09-10
platforms,research/glassmorphism/raw/articles/glassmorphism-vs-neumorphism-vs-liquid-glass-2026-setproduct-blog.md,https://www.setproduct.com/blog/liquid-glass-vs-glassmorphism,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
engineering,research/glassmorphism/raw/articles/glassmorphism-web-design-with-6-beautiful-code-examples-natebal-com.md,https://natebal.com/glassmorphism-web-design/,triage-headings-and-excerpts,usable-with-qualifications,SEO examples and cognitive-load claims without measurements; simple CSS only.,2026-09-10
design,research/glassmorphism/raw/articles/glassmorphism-website-design-templates-and-real-examples-superdesign.md,https://superdesign.dev/styles/glassmorphism/website,content_triage,reviewed,Generator website prompt; avoid inheriting bento/gradient/site-layout recipe.,2026-09-10
design,research/glassmorphism/raw/articles/glassmorphism-website-examples-glance.md,https://www.glance.fyi/glassmorphism,content_triage,reviewed,Gallery/definition only; low operational value.,2026-09-10
engineering,research/glassmorphism/raw/articles/glassmorphism-with-tailwind-css-cards-widget.md,https://www.creative-tim.com/twcomponents/component/glassmorphism-with-tailwind-css,triage-headings-and-excerpts,boilerplate-or-index-heavy,Tailwind 2.2.4 widget preview/card names and marketing; code absent in scrape.,2026-09-10
accessibility,research/glassmorphism/raw/articles/glassmorphism-with-website-accessibility-in-mind-balancing-style-and-readability-new-target.md,https://www.newtarget.com/web-insights-blog/glassmorphism/,article_body_read,article_body_read,Local opaque reading surfaces useful; 20–30% scrim guarantee refuted; unsourced vendor examples excluded.,2026-09-10
engineering,research/glassmorphism/raw/articles/grainy-gradients-css-tricks.md,https://css-tricks.com/grainy-gradients/,targeted-deep-reading,usable-with-qualifications,"Rich grain recipes show isolation and blend/filter layering; useful for decorative layer, not content.",2026-09-10
engineering,research/glassmorphism/raw/articles/how-css-properties-affect-website-performance-f22-labs.md,https://www.f22labs.com/blogs/how-css-properties-affect-website-performance/,targeted-deep-reading,usable-with-qualifications,Detailed triage and filter:blur case; GPU readings lack clear unit and cannot become backdrop performance percentage.,2026-09-10
design,research/glassmorphism/raw/articles/how-glassmorphism-drives-user-focus-in-complex-enterprise-ui-innoraft.md,https://www.innoraft.ai/blog/how-glassmorphism-drives-user-focus-complex-enterprise-ui,content_triage,reviewed,Enterprise marketing article; focus and relationship claims not empirically established.,2026-09-10
engineering,research/glassmorphism/raw/articles/how-i-used-css-backdrop-filter-svg-noise-to-create-a-living-ui-background-by-er-raj-aryan-bootcamp-medium.md,https://medium.com/design-bootcamp/how-i-used-css-backdrop-filter-svg-noise-to-create-a-living-ui-background-c3aaaf63befc,triage-headings-and-excerpts,paywalled-preview,Member-only preview; lightweight/performance-friendly assertion lacks measurements.,2026-09-10
engineering,research/glassmorphism/raw/articles/how-to-build-a-glassmorphism-card-with-tailwind-css-uinest-uinest.md,https://uinest.in/blog/glassmorphism-card-tailwind-css,targeted-technical-reading,usable-with-qualifications,"Nested glow is regular filter on decorative gradient, not nested backdrop; tiny fill values need real contrast.",2026-09-10
engineering,research/glassmorphism/raw/articles/how-to-create-a-glassmorphism-generator-tool-envato-tuts.md,https://webdesign.tutsplus.com/glassmorphism-generator-tool--cms-109168t,targeted-technical-reading,usable-with-qualifications,"Generator implementation maps sliders to CSS and clipboard; useful knob separation, no universal defaults.",2026-09-10
platforms,research/glassmorphism/raw/articles/how-to-create-apple-s-liquid-glass-ui-style-for-the-web-complete-css-guide-abi-nandhan.md,https://www.abinandhan.in/blog/how-to-create-apples-liquid-glass-ui-style-for-the-web-complete-css-guide,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
design,research/glassmorphism/raw/articles/how-to-create-glassmorphic-card-ui-design-uxmisfit-com.md,https://uxmisfit.com/2021/01/13/how-to-create-glassmorphic-card-ui-design/,targeted_sections,reviewed,"Card tutorial read with reread of core parameter sections; 40%-10% fill, directional border; text50/Overlay unsafe as general UI default.",2026-09-10
design,research/glassmorphism/raw/articles/how-to-create-glassmorphism-effect-geeksforgeeks.md,https://www.geeksforgeeks.org/css/how-to-create-glassmorphism-effect/,content_triage,reviewed,Intro tutorial; generic shadows/borders/creative-backdrop tips.,2026-09-10
design,research/glassmorphism/raw/articles/how-to-create-glassmorphism-episode-1-design-series-by-jashvi-sudra-ux-planet.md,https://uxplanet.org/how-to-create-glassmorphism-episode-1-design-series-fd1de279b0d0,content_triage,reviewed,Figma tutorial; fill-opacity and stroke-opacity mechanics.,2026-09-10
platforms,research/glassmorphism/raw/articles/how-to-create-liquid-glass-effects-with-css-and-svg-logrocket-blog.md,https://blog.logrocket.com/how-create-liquid-glass-effects-css-and-svg/,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/how-to-create-spatial-ui-glass-material-in-figma-by-thalion-prototypr.md,https://blog.prototypr.io/how-to-create-spatial-ui-glass-material-in-figma-ddc6816e275d,structured_triage,preview_only,Explicit member-only preview.,2026-09-10
platforms,research/glassmorphism/raw/articles/how-to-easily-implement-liquid-glass-effects-in-tailwind.md,https://flyonui.com/blog/liquid-glass-effects-in-tailwind-css/,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
engineering,research/glassmorphism/raw/articles/how-to-fix-filter-blur-performance-issue-in-safari-today-i-learned.md,https://graffino.com/til/how-to-fix-filter-blur-performance-issue-in-safari,targeted-deep-reading,usable-with-qualifications,Safari 15.1-specific filter:blur200 workaround from 2021; not global GPU promotion recipe.,2026-09-10
accessibility,research/glassmorphism/raw/articles/how-to-make-glassmorphism-more-accessible-by-aimee-bootcamp-medium.md,https://medium.com/design-bootcamp/how-to-make-glassmorphism-more-accessible-9121d816004c,article_body_read,article_body_read,"Stronger border/hierarchy/type suggestions are heuristics, not measured conformance.",2026-09-10
design,research/glassmorphism/raw/articles/how-to-master-neumorphism-in-ui-design-with-examples-clay.md,https://clay.global/blog/neumorphism-ui,content_triage,reviewed,Neumorphism comparison; adjacent style not load-bearing glass evidence.,2026-09-10
platforms,research/glassmorphism/raw/articles/how-to-use-liquid-glass-in-react-native.md,https://www.callstack.com/blog/how-to-use-liquid-glass-in-react-native,structured_triage,usable_with_scope,React Native package route; prefer current first-party Expo docs.,2026-09-10
engineering,research/glassmorphism/raw/articles/html-fallback-color-for-backdrop-filter-blur-stack-overflow.md,https://stackoverflow.com/questions/71836236/fallback-color-for-backdrop-filter-blur,targeted-technical-reading,usable-with-qualifications,"Fallback structural pattern useful, sample alpha direction inconsistent with desired readable no-blur state.",2026-09-10
platforms,research/glassmorphism/raw/articles/human-interface-guidelines-apple-developer-documentation.md,https://developer.apple.com/design/human-interface-guidelines,structured_triage,usable_with_scope,HIG index only; follow Materials and Color owner pages.,2026-09-10
platforms,research/glassmorphism/raw/articles/i-ve-built-a-react-ui-kit-with-liquid-glass-effect-open-source-by-tweeedlex-javascript-in-plain-english.md,https://javascript.plainenglish.io/ive-built-a-react-ui-kit-with-liquid-glass-effect-e4289a3a0e8b,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
engineering,research/glassmorphism/raw/articles/illuminate-your-design-crafting-dazzling-glowing-gradient-glassmorphism-cards-with-css3-hover-effects-by-codepicker-medium.md,https://medium.com/@codepicker57/illuminate-your-design-crafting-dazzling-glowing-gradient-glassmorphism-cards-with-css3-hover-41ec9482d9c3,targeted-technical-reading,usable-with-qualifications,Hover sheen/glowing decoration example; multiple animated filters and missing unit left:50 unsuitable as production template.,2026-09-10
platforms,research/glassmorphism/raw/articles/implementing-liquid-glass-ui-in-react-native-complete-guide-2025-cygnis.md,https://cygnis.co/blog/implementing-liquid-glass-ui-react-native/,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/integrating-ios-26-liquid-glass-app-with-expo-ui-and-swiftui-expo-blog.md,https://expo.dev/blog/liquid-glass-app-with-expo-ui-and-swiftui,structured_triage,usable_with_scope,Expo first-party integration explains SwiftUI vs UIKit bridge; current API checked separately.,2026-09-10
platforms,research/glassmorphism/raw/articles/interface-as-material-the-liquid-glass-turning-point-tapptic.md,https://www.tapptic.com/elementor-9245/,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
engineering,research/glassmorphism/raw/articles/introducing-backdrop-filters-webkit.md,https://webkit.org/blog/3632/introducing-backdrop-filters/,targeted-deep-reading,usable-with-qualifications,Engine author explains sample/filter/composite passes and preblur drawbacks; qualitative cost evidence.,2026-09-10
platforms,research/glassmorphism/raw/articles/ios-26-liquid-glass-ui-complete-developer-guide-to-apple-s-new-design-system-2025-medium.md,https://ravi6997.medium.com/liquid-glass-ui-revolution-how-ios-26-changes-app-ui-ux-best-practices-08215b4108b2,structured_triage,preview_only,Explicit member-only preview.,2026-09-10
platforms,research/glassmorphism/raw/articles/ios-26-liquid-glass-uikit-swiftui-migration-guide.md,https://curatedios.substack.com/p/39-liquid-glass-it-is,structured_triage,discovery_only,"Newsletter link roundup, not implementation.",2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-apple-developer-documentation.md,https://developer.apple.com/documentation/technologyoverviews/liquid-glass,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-apple-s-stunning-new-design-language.md,https://artversion.com/blog/through-the-looking-ui-diving-into-liquid-glass/,structured_triage,factual_caution,Version factual error: macOS26 called Sequoia.,2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-apple-s-subtle-shift-into-spatial-is-already-happening-by-james-soldinger-medium.md,https://jamessoldinger.medium.com/liquid-glass-apples-subtle-shift-into-spatial-is-already-happening-6ef2ff4c8544,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-effect-design-2025-20-inspiring-examples-best-practices.md,https://www.mockplus.com/blog/post/liquid-glass-effect-design-examples,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-in-swiftui-glasseffect-and-glass-buttons-jorgemrht-swift-ia.md,https://jorgemrht.dev/2025/09/17/liquid-glass-glassEffect-buttons,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-in-the-browser-refraction-with-css-and-svg-kube-io.md,https://kube.io/blog/liquid-glass-css-svg/,focused_deep_read,selected_with_correction,Physics-based proof of concept; incorrect scale/range explanation corrected with MDN.,2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-isn-t-a-design-failure-it-is-apple-s-most-tactile-digital-future-yet-by-darren-yeo-ux-collective.md,https://uxdesign.cc/liquid-glass-isnt-a-design-failure-it-is-apple-s-most-tactile-digital-future-yet-091abade02b3,structured_triage,preview_only,Explicit member-only preview; full position unavailable.,2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-redefining-design-through-hierarchy-harmony-and-consistency.md,https://www.createwithswift.com/liquid-glass-redefining-design-through-hierarchy-harmony-and-consistency/,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-ui-layouts.md,https://ui-layouts.com/components/liquid-glass,structured_triage,discovery_only,"Component catalog/props only, not validated implementation.",2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-vs-glassmorphism-the-real-ux-difference.md,https://www.designmonks.co/blog/liquid-glass-vs-glassmorphism,structured_triage,factual_caution,False broad simple-CSS vs GPU dichotomy; blur can be costly too.,2026-09-10
platforms,research/glassmorphism/raw/articles/liquid-glass-wikipedia.md,https://en.wikipedia.org/wiki/Liquid_Glass,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
engineering,research/glassmorphism/raw/articles/march-2026-introducing-luma-shadcn-ui.md,https://ui.shadcn.com/docs/changelog/2026-03-luma,targeted-deep-reading,usable-with-qualifications,Official Luma announcement explicitly minus glass; no official glass variant should be inferred.,2026-09-10
platforms,research/glassmorphism/raw/articles/mastering-spatial-user-interfaces-by-romesh-liyanage-medium.md,https://medium.com/@romeliyan/mastering-spatial-user-interfaces-2e957343c175,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/material-fluent-2-design-system.md,https://fluent2.microsoft.design/material,focused_deep_read,primary_selected,Relevant body and operative guidance read; preserved platform scope.,2026-09-10
platforms,research/glassmorphism/raw/articles/materials-apple-developer-documentation.md,https://developer.apple.com/design/human-interface-guidelines/materials,focused_deep_read,primary_selected,Relevant body and operative guidance read; preserved platform scope.,2026-09-10
platforms,research/glassmorphism/raw/articles/materials-used-in-windows-apps-windows-apps-microsoft-learn.md,https://learn.microsoft.com/en-us/windows/apps/design/signature-experiences/materials,focused_deep_read,primary_selected,Relevant body and operative guidance read; preserved platform scope.,2026-09-10
platforms,research/glassmorphism/raw/articles/mica-material-windows-apps-microsoft-learn.md,https://learn.microsoft.com/en-us/windows/apps/design/style/mica,focused_deep_read,primary_selected,Relevant body and operative guidance read; preserved platform scope.,2026-09-10
design,research/glassmorphism/raw/articles/mighty-morphin-power-morphism-because-at-the-end-of-the-day-it-s-all-by-michal-malewicz-ux-collective.md,https://uxdesign.cc/mighty-morphin-power-morphism-93e1f2160022,content_triage,preview_or_paywall,Member-only preview with author opening; full position unavailable.,2026-09-10
design,research/glassmorphism/raw/articles/neumorphism-glassmorphism-and-skeuomorphism-what-s-next-in-ui-trends.md,https://acodez.in/neumorphism-glassmorphism-skeuomorphism/,content_triage,reviewed,Morphism comparison; demographics and longevity speculative.,2026-09-10
design,research/glassmorphism/raw/articles/neumorphism-in-user-interfaces-hype4.md,https://hype4.academy/articles/design/neumorphism-in-user-interfaces,content_triage,reviewed,Originator neumorphism article sampled; accessibility rationale adjacent context.,2026-09-10
engineering,research/glassmorphism/raw/articles/next-level-frosted-glass-with-backdrop-filter-josh-w-comeau.md,https://www.joshwcomeau.com/css/backdrop-filter/,targeted-deep-reading,usable-with-qualifications,"Deep header recipe: extend/mask decorative backdrop, pointer-events none, viewport-edge gradient, optional second rim; overscan has cost.",2026-09-10
engineering,research/glassmorphism/raw/articles/next-level-glass-effect-css-3-stunning-examples-layerspilot.md,https://layerspilot.com/next-level-glass-effect-css-3-stunning-examples/,triage-headings-and-excerpts,usable-with-qualifications,"Rehash of 3-method technique; claims filter adds background blur incorrectly, UX claims not measured.",2026-09-10
platforms,research/glassmorphism/raw/articles/per-element-acrylic-in-windows-11-fine-grained-blur-for-ui.md,https://windowsforum.com/windows-news.4/per-element-acrylic-in-windows-11-fine-grained-blur-for-fluent-ui.388242/,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/react-native-glassmorphism-effect-by-mikael-ainalem-medium.md,https://mikael-ainalem.medium.com/react-native-glassmorphism-effect-deeb9951469c,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
platforms,research/glassmorphism/raw/articles/recreating-apple-s-liquid-glass-effect-with-pure-css-dev-community.md,https://dev.to/kevinbism/recreating-apples-liquid-glass-effect-with-pure-css-3gpl,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
design,research/glassmorphism/raw/articles/rules-to-play-glassmorphism-safe-by-arun-karunanithi-prototypr.md,https://blog.prototypr.io/rules-to-play-glassmorphism-safe-414fac0ba315,deep_full_available_body,reviewed,"Full author text read: parent-child context, background dependence, tiny-icon warning; no empirical study.",2026-09-10
engineering,research/glassmorphism/raw/articles/shadcn-glass-ui-drop-in-glassmorphism-for-your-shadcn-ui-projects-dev-community.md,https://dev.to/artyhoo/introducing-shadcn-glass-ui-a-glassmorphism-component-library-for-react-4cpl,targeted-technical-reading,usable-with-qualifications,"Community registry/library marketing; strong compatibility/performance numbers not verified, avoid obligatory install.",2026-09-10
engineering,research/glassmorphism/raw/articles/show-hn-css-generator-for-a-high-def-glass-effect-hacker-news.md,https://news.ycombinator.com/item?id=44445238,targeted-deep-reading,usable-with-qualifications,"Generator author practical layer order/corner artifacts and discussion of sampling; anecdotal cross-browser details, not universal law.",2026-09-10
platforms,research/glassmorphism/raw/articles/spatial-layout-apple-developer-documentation.md,https://developer.apple.com/design/human-interface-guidelines/spatial-layout/,focused_deep_read,primary_selected,Relevant body and operative guidance read; preserved platform scope.,2026-09-10
platforms,research/glassmorphism/raw/articles/start-building-with-material-3-expressive.md,https://m3.material.io/blog/building-with-m3-expressive,focused_deep_read,primary_selected,Relevant body and operative guidance read; preserved platform scope.,2026-09-10
platforms,research/glassmorphism/raw/articles/surfaces-material-design.md,https://m2.material.io/design/environment/surfaces.html,focused_deep_read,primary_selected,Relevant body and operative guidance read; preserved platform scope.,2026-09-10
engineering,research/glassmorphism/raw/articles/testing-browser-support-of-css-features-with-feature-queries-logrocket-blog.md,https://blog.logrocket.com/testing-browser-support-css-features-feature-queries/,targeted-technical-reading,usable-with-qualifications,Feature query explanation useful but sample fallbacks too transparent and historical feature-support claims stale.,2026-09-10
engineering,research/glassmorphism/raw/articles/the-backdrop-filter-css-property-css-tricks.md,https://css-tricks.com/the-backdrop-filter-css-property/,targeted-technical-reading,usable-with-qualifications,"Historical backdrop-filter article with baseline outside supports; retain structure, discard old support claims.",2026-09-10
design,research/glassmorphism/raw/articles/the-best-way-to-create-glassmorphism-effect-in-figma.md,https://filcen.com/the-best-way-to-create-glassmorphism-effect-in-figma/,content_triage,reviewed,"Figma tutorial; 35 background blur, dual edge stroke; arbitrary perfect-color claim.",2026-09-10
engineering,research/glassmorphism/raw/articles/the-blur-filter-in-css-and-some-of-its-possible-uses-desarrollolibre.md,https://www.desarrollolibre.net/blog/css/the-blur-filter-in-css-and-some-of-its-possible-uses,triage-headings-and-excerpts,usable-with-qualifications,Filter tutorial spanning legacy IE hacks and content blur; not modern advanced backdrop baseline.,2026-09-10
design,research/glassmorphism/raw/articles/the-definitive-guide-to-glassmorphism-with-templates-hire-digital.md,https://hiredigital.com/blog/glassmorphism,content_triage,reviewed,"Guide/templates; useful background/relationship basics, low unique value.",2026-09-10
design,research/glassmorphism/raw/articles/the-most-popular-experience-design-trends-of-2026-by-joe-smiley-ux-collective.md,https://uxdesign.cc/the-most-popular-experience-design-trends-of-2026-3ca85c8a3e3d,content_triage,reviewed,Trend narrative sampled; AR future and empathy claims speculative.,2026-09-10
design,research/glassmorphism/raw/articles/the-rise-and-fall-of-neumorphism-neumorphism-or-new-skeuomorphism-is-by-uxplanet-org-ux-planet.md,https://uxplanet.org/the-rise-and-fall-of-neumorphism-613795fc6f8d,content_triage,reviewed,"Historical comparison; lack of contrast concerns, no glass-specific empirical proof.",2026-09-10
platforms,research/glassmorphism/raw/articles/the-vision-pro-redesign-of-2024-ryosuke.md,https://whoisryosuke.com/blog/2024/the-vision-pro-redesign-of-2024/,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
engineering,research/glassmorphism/raw/articles/theming-shadcn-ui.md,https://ui.shadcn.com/docs/theming,targeted-deep-reading,usable-with-qualifications,"Official semantic token pairing, dark and theme-inline mapping; live verification fills empty code blocks in local scrape.",2026-09-10
platforms,research/glassmorphism/raw/articles/top-flutter-glassmorphic-ui-glass-ui-glassmorphism-acrylic-material-packages-flutter-gems.md,https://fluttergems.dev/glassmorphic-ui/,structured_triage,discovery_only,Package discovery list; maintenance and optimization claims unverified.,2026-09-10
design,research/glassmorphism/raw/articles/ui-design-direction-2026-2027-ui-is-already-exploring-exciting-new-by-michal-malewicz-medium.md,https://michalmalewicz.medium.com/ui-design-direction-2026-2027-2b4b6eb88336,content_triage,preview_or_paywall,Member-only preview; stops before full reasoning on emerging styles.,2026-09-10
design,research/glassmorphism/raw/articles/ui-trends-neumorphism-vs-glassmorphism-vs-neubrutalism.md,https://www.cccreative.design/blogs/differences-in-ui-design-trends-neumorphism-glassmorphism-and-neubrutalism,content_triage,reviewed,"Trend comparison; use purpose before style, generic.",2026-09-10
engineering,research/glassmorphism/raw/articles/understanding-css-glassmorphism-and-backdrop-filters-avinspire.md,https://avinspire.in/blog/css-glassmorphism-backdrop-filters,triage-headings-and-excerpts,usable-with-qualifications,Very short promotional explanation; GPU and catastrophic jank claims no measurements.,2026-09-10
design,research/glassmorphism/raw/articles/user-interface-principles-neumorphism-and-glassmorphism-pieces.md,https://pieces.app/blog/user-interface-neumorphism-glassmorphism,content_triage,reviewed,Comparison article; glass selectively supplements UI; claimed hierarchy effect unmeasured.,2026-09-10
engineering,research/glassmorphism/raw/articles/ux-design-challenges-with-a-glassmorphism-sleeping-noise-app-nafisa-t-disha-by-nafisa-tarannum-disha-bootcamp-medium.md,https://medium.com/design-bootcamp/ux-design-challenges-with-a-glassmorphism-sleeping-noise-app-nafisa-t-disha-7eb71b6a932f,triage-headings-and-excerpts,usable-with-qualifications,Personal sleeping-noise app design narrative reduces glass; no quantified user study or tested accessibility proof.,2026-09-10
platforms,research/glassmorphism/raw/articles/what-does-apple-s-liquid-glass-design-promise-bootcamp.md,https://medium.com/design-bootcamp/what-does-apples-liquid-glass-design-promise-16787f50da49,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
design,research/glassmorphism/raw/articles/what-is-glassmorphism-how-to-create-a-glass-card-in-figma.md,https://www.freecodecamp.org/news/glassmorphism-how-to-create-a-glass-card-in-figma/,content_triage,reviewed,Figma tutorial; two-three elements heuristic and context spacing; no tested budget.,2026-09-10
design,research/glassmorphism/raw/articles/what-is-glassmorphism-how-to-create-glassmorphic-designs-logrocket-blog.md,https://blog.logrocket.com/ux-design/what-is-glassmorphism/,content_triage,reviewed,Practical properties sampled; claims performant without quantitative evidence.,2026-09-10
design,research/glassmorphism/raw/articles/what-is-glassmorphism-principles-practices-examples-ramotion-agency.md,https://www.ramotion.com/blog/what-is-glassmorphism/,deep_full_available_body,reviewed,"Full Ramotion body read: compose before material, foreground opacity/shadow, design-system parameters; emotion/trust claims promotional.",2026-09-10
design,research/glassmorphism/raw/articles/what-is-glassmorphism-ui-design-and-how-to-create-it-in-figma.md,https://www.carlociccarelli.com/post/what-is-glassmorphism-ui-design-and-how-to-create-it-in-figma,content_triage,reviewed,Figma basics; moderate shadow and layered background.,2026-09-10
design,research/glassmorphism/raw/articles/what-is-glassmorphism-updated-2026-ixdf.md,https://ixdf.org/literature/topics/glassmorphism,targeted_sections,reviewed,"Targeted deep read of definition, palette/accessibility and glass trend section; opaque affordances and background-only safe starting point.",2026-09-10
design,research/glassmorphism/raw/articles/what-is-neumorphism-updated-2026-ixdf.md,https://ixdf.org/literature/topics/neumorphism,content_triage,reviewed,Adjacent neumorphism topic; low-contrast accessibility problem.,2026-09-10
design,research/glassmorphism/raw/articles/what-is-visual-hierarchy-updated-2026-ixdf.md,https://ixdf.org/literature/topics/visual-hierarchy,targeted_sections,reviewed,"Targeted deep hierarchy sections; ranked importance and typography, no glass material parameters.",2026-09-10
design,research/glassmorphism/raw/articles/what-s-next-7-ui-design-trends-of-2026.md,https://tubikstudio.com/blog/ui-design-trends-2026/,content_triage,reviewed,"Trend critique; effect competing with content rejected, statements not empirical comparison.",2026-09-10
platforms,research/glassmorphism/raw/articles/what-you-should-know-about-apple-s-liquid-glass-design-language.md,https://www.rocketfarmstudios.com/blog/what-you-should-know-about-apples-liquid-glass-design-language/,structured_triage,factual_caution,Version error: iPadOS18 listed with OS26.,2026-09-10
design,research/glassmorphism/raw/articles/whats-new.md,https://developer.apple.com/design/whats-new/,content_triage,reviewed,"Apple design changelog inventory; pointers to current kits, not material recipe.",2026-09-10
design,research/glassmorphism/raw/articles/why-don-t-we-see-morphism-in-real-world-ui-design-systems-synclovis-systems.md,https://www.synclovis.com/articles/why-dont-we-see-morphism-in-real-world-ui-design-systems/,content_triage,reviewed,"General critique of morphism scale, maintainability and affordance; no measured cost.",2026-09-10
design,research/glassmorphism/raw/articles/why-everything-is-going-glassmorphism-and-how-to-do-it-right-clay.md,https://clay.global/blog/glassmorphism-ui,deep_full_available_body,reviewed,"Full Clay article: dynamic contrast, dark as separate material, dense-data exclusion; numerical ceilings remain untested heuristics.",2026-09-10
engineering,research/glassmorphism/raw/youtube/an-underrated-css-property-backdrop-filter.md,https://www.youtube.com/watch?v=kRBZPcM_KOw,triage-headings-and-excerpts,usable-with-qualifications,Basic transcript of filter functions/transitions; no reason to adopt animated blur as default.,2026-09-10
platforms,research/glassmorphism/raw/youtube/apple-s-human-interface-guidelines-overview.md,https://www.youtube.com/watch?v=1oi5YVzxqsE,structured_triage,usable_with_scope,"General 2019 HIG overview, historically scoped.",2026-09-10
platforms,research/glassmorphism/raw/youtube/build-a-glassmorphism-react-component-typescript-material-ui.md,https://www.youtube.com/watch?v=IHHK46a9wM4,structured_triage,usable_with_scope,2021 Material-UI glass tutorial; not Material3 doctrine.,2026-09-10
platforms,research/glassmorphism/raw/youtube/build-next-level-ux-with-material-3-expressive.md,https://www.youtube.com/watch?v=6IsFP3gD28E,structured_triage,usable_with_scope,Official Android Developers M3 Expressive; not glass evidence.,2026-09-10
design,research/glassmorphism/raw/youtube/create-a-modern-glassmorphism-card-in-4-minutes-figma-tutorial.md,https://www.youtube.com/watch?v=nExMC7NYro8,content_triage,reviewed,Tutorial transcript sampled actual parameter-setting segments.,2026-09-10
engineering,research/glassmorphism/raw/youtube/create-a-stunning-glassmorphism-effect-in-css.md,https://www.youtube.com/watch?v=5SUeAJn5xbU,targeted-technical-reading,usable-with-qualifications,"Tutorial covers brightness, blur and compatibility; demonstrates perceived readability, no formal contrast proof.",2026-09-10
engineering,research/glassmorphism/raw/youtube/create-this-trendy-blurry-glass-effect-with-css.md,https://www.youtube.com/watch?v=dsZ7RN9ItR4,targeted-technical-reading,usable-with-qualifications,Advanced pseudo/mask/border gradient transcript; useful separation of decoration and geometry. Caption wording not copyable CSS.,2026-09-10
